kind	word	levels	forms	occurrences
SAFE	cruel	adjective:b1	cruel	act2-speech-0589 | TROTTER | cruel | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute.
SAFE	curtain	noun:b1	curtain	act2-speech-0565 | TROTTER | curtain | I should advise it, sir. Take my torch, sir. It's behind the curtain. Mrs. Ralston, count twenty and then begin to play. Mrs. Ralston! Mrs. Ralston!
SAFE	doubt	noun:b1,verb:b1	doubt	act2-speech-0521 | TROTTER | doubt | I rather doubt that.
SAFE	dumb	adjective:c1	dumb	act2-speech-0575 | TROTTER | dumb | Come now, Mrs. Ralston. We policemen aren't quite so dumb as you think. All along I've realized that you had firsthand knowledge of the Longridge Farm affair. You knew Mrs. Boyle was the magistrate concerned. In fact, you knew all about it. Why didn't you speak up and say so?
SAFE	entertain	verb:b1	entertaining	act2-speech-0501 | CHRISTOPHER | entertaining | Giles and Mollie are in the kitchen. I have been helping Major Metcalf to look for your skis. We've looked in the most entertaining places-but all to no avail. I don't know where Paravicini is.
SAFE	entertaining	adjective:b2	entertaining	act2-speech-0501 | CHRISTOPHER | entertaining | Giles and Mollie are in the kitchen. I have been helping Major Metcalf to look for your skis. We've looked in the most entertaining places-but all to no avail. I don't know where Paravicini is.
SAFE	examine	verb:b1	examine	act2-speech-0558 | TROTTER | examine | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here. || act2-speech-0620 | GILES | examine | I gather they'll examine that car of his rather carefully. I shouldn't be surprised if they found a thousand or so Swiss watches in the spare wheel. Yes, that's his line of business, nasty little bit of goods. Mollie, I believe you thought I was...
SAFE	fault	noun:b2	fault	act2-speech-0609 | MOLLIE | fault | I was mixed up in it all, I taught in the school. It wasn't my fault ― but he thought I could have saved that child.
SAFE	fellow	adjective:b2	fellow's	act2-speech-0612 | MAJOR METCALF | fellow's | Everything's under control. He will be unconscious soon with a sedative ― his sister's looking after him. Poor fellow's as mad as a hatter, of course. I've had my suspicions of him all along.
SAFE	fond	adjective:b2	fond	act2-speech-0558 | TROTTER | fond | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here.
SAFE	forgive	verb:b2	forgive	act2-speech-0528 | TROTTER | forgive | You will forgive me if I don't make that clear just at the moment.
SAFE	former	adjective:b2	former	act2-speech-0555 | PARAVICINI | former | But, Sergeant, I understood that we were each to repeat our former roles.
SAFE	found	verb:b2	found	act2-speech-0510 | MOLLIE | found | Have your skis been found, Sergeant? || act2-speech-0584 | MOLLIE | found | That's not true. I was ill. I went down with pneumonia that very day. The letter was put aside with others. It was weeks afterwards that I found it with a lot of other letters. And by then that poor child was dead... Dead ― dead...Waiting for me to do something ― hoping ― gradually losing hope...Oh, it's haunted me ever since...If only I hadn't been ill ― if only I'd known...Oh, it's monstrous that such things should happen. || act2-speech-0620 | GILES | found | I gather they'll examine that car of his rather carefully. I shouldn't be surprised if they found a thousand or so Swiss watches in the spare wheel. Yes, that's his line of business, nasty little bit of goods. Mollie, I believe you thought I was...
SAFE	gather	verb:b1	gather	act2-speech-0620 | GILES | gather | I gather they'll examine that car of his rather carefully. I shouldn't be surprised if they found a thousand or so Swiss watches in the spare wheel. Yes, that's his line of business, nasty little bit of goods. Mollie, I believe you thought I was...
SAFE	gradually	adverb:b2	gradually	act2-speech-0584 | MOLLIE | gradually | That's not true. I was ill. I went down with pneumonia that very day. The letter was put aside with others. It was weeks afterwards that I found it with a lot of other letters. And by then that poor child was dead... Dead ― dead...Waiting for me to do something ― hoping ― gradually losing hope...Oh, it's haunted me ever since...If only I hadn't been ill ― if only I'd known...Oh, it's monstrous that such things should happen.
SAFE	guilty	adjective:b1	guilty	act2-speech-0538 | TROTTER | guilty | I can't count anybody out. One might almost believe that you're all guilty by the looks of you. Why are you all so unwilling?
SAFE	harm	noun:b2,verb:b2	harm	act2-speech-0602 | MISS CASEWELL | harm | It's all right, Georgie. I'm taking you somewhere where they will look after you, and see that you won't do any more harm.
SAFE	hell	noun:b2	hell	act2-speech-0488 | TROTTER | hell | Katherine...? What the hell are you doing here?
SAFE	hidden	adjective:b2	hidden	act2-speech-0591 | TROTTER | hidden | Someone's hidden my skis! I can't find them. But it doesn't matter. I don't really mind if I get away or not. I'm tired. It's all been such fun. Watching you all. And pretending to be a policeman.
SAFE	horrible	adjective:b1	horrible	act2-speech-0493 | MISS CASEWELL | horrible | No, it's nothing. It's just ― all this ― murder ― it's so horrible. It came over me suddenly. I'll go up to my room.
SAFE	intend	verb:b1	intend	act2-speech-0509 | TROTTER | intend | I'm sorry, but I want co-operation and I intend to get it. Mr. Ralston, will you go and ask Miss Casewell to come down again? She went up in her room. Tell her it will only be for a few minutes.
SAFE	making	noun:b2	making	act2-speech-0535 | CHRISTOPHER | making | But I don't see ― I simply can't see ― what you can possibly hope to find out by just making people do the things they did before. I think it's just nonsense.
SAFE	mix	noun:b1,verb:b1	mixed	act2-speech-0609 | MOLLIE | mixed | I was mixed up in it all, I taught in the school. It wasn't my fault ― but he thought I could have saved that child.
SAFE	mixed	adjective:b2	mixed	act2-speech-0609 | MOLLIE | mixed | I was mixed up in it all, I taught in the school. It wasn't my fault ― but he thought I could have saved that child.
SAFE	nonsense	noun:c1	nonsense	act2-speech-0535 | CHRISTOPHER | nonsense | But I don't see ― I simply can't see ― what you can possibly hope to find out by just making people do the things they did before. I think it's just nonsense.
SAFE	objection	noun:c1	objection	act2-speech-0564 | GILES | objection | No objection to my wearing a coat?
SAFE	operation	noun:b1	operation	act2-speech-0509 | TROTTER | operation | I'm sorry, but I want co-operation and I intend to get it. Mr. Ralston, will you go and ask Miss Casewell to come down again? She went up in her room. Tell her it will only be for a few minutes.
SAFE	performance	noun:b1	performance	act2-speech-0529 | GILES | performance | You want ― a repeat performance?
SAFE	plain	adjective:b2	plain	act2-speech-0596 | MISS CASEWELL | plain | Yes, Spot and Plain.
SAFE	possibly	adverb:b1	possibly	act2-speech-0483 | MISS CASEWELL | possibly | Possibly. || act2-speech-0535 | CHRISTOPHER | possibly | But I don't see ― I simply can't see ― what you can possibly hope to find out by just making people do the things they did before. I think it's just nonsense.
SAFE	pretend	verb:b1	pretending	act2-speech-0591 | TROTTER | pretending | Someone's hidden my skis! I can't find them. But it doesn't matter. I don't really mind if I get away or not. I'm tired. It's all been such fun. Watching you all. And pretending to be a policeman.
SAFE	properly	adverb:b1	properly	act2-speech-0635 | MOLLIE | properly | Later, when my hair's done properly.
SAFE	prove	verb:b1	prove	act2-speech-0479 | MISS CASEWELL | prove | What are you trying to prove?
SAFE	relate	verb:b1	related	act2-speech-0517 | TROTTER | related | Sit down, Miss Casewell, Mrs. Ralston... Will you all pay attention, please? You may remember that after the murder of Mrs. Boyle, I took statements from you all. Those statements related to your positions at the time the murder was committed. These statements were as follows: Mrs. Ralston in the kitchen, Mr. Paravicini playing the piano in the drawing room, Mr. Ralston in his bedroom. Mr. Wren ditto. Miss Casewell in the library. Major Metcalf in the cellar.
SAFE	related	adjective:b1	related	act2-speech-0517 | TROTTER | related | Sit down, Miss Casewell, Mrs. Ralston... Will you all pay attention, please? You may remember that after the murder of Mrs. Boyle, I took statements from you all. Those statements related to your positions at the time the murder was committed. These statements were as follows: Mrs. Ralston in the kitchen, Mr. Paravicini playing the piano in the drawing room, Mr. Ralston in his bedroom. Mr. Wren ditto. Miss Casewell in the library. Major Metcalf in the cellar.
SAFE	remain	verb:b1	remain	act2-speech-0450 | TROTTER | remain | How long did you ― or do you ― propose to remain here? || act2-speech-0562 | TROTTER | remain | You will all stay in your places and remain there until you hear me call you.
SAFE	risk	noun:b1,verb:b1	risk	act2-speech-0561 | MAJOR METCALF | risk | Taking a bit of a risk, aren't you?
SAFE	scream	noun:b2,verb:b2	scream	act2-speech-0589 | TROTTER | scream | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute.
SAFE	signal	noun:b1,verb:b1	signal	act2-speech-0554 | TROTTER | signal | Then you could pick it out on the piano with one finger just as Mr. Paravicini did. Good. Please go into the drawing room, sit at the piano, and be ready to play when I give you the signal.
SAFE	simply	adverb:b1	simply	act2-speech-0535 | CHRISTOPHER | simply | But I don't see ― I simply can't see ― what you can possibly hope to find out by just making people do the things they did before. I think it's just nonsense.
SAFE	spare	adjective:b2,verb:c1	spare	act2-speech-0620 | GILES | spare | I gather they'll examine that car of his rather carefully. I shouldn't be surprised if they found a thousand or so Swiss watches in the spare wheel. Yes, that's his line of business, nasty little bit of goods. Mollie, I believe you thought I was...
SAFE	trap	noun:b2,verb:b2	trap	act2-speech-0531 | MOLLIE | trap | It's a trap. || act2-speech-0532 | TROTTER | trap | What do you mean, it's a trap? || act2-speech-0533 | MOLLIE | trap | It is a trap. I know it is. || act2-speech-0593 | TROTTER | trap | It will rather. Much better to do it the usual way, and take you by the neck. The last little mouse in the trap.
SAFE	upset	adjective:b1,verb:b1	upset	act2-speech-0492 | CHRISTOPHER | upset | You seem to have upset her. What did he do?
SAFE	used	adjective:b1	used	act2-speech-0600 | MISS CASEWELL | used | I came to England to find you. I didn't recognize you until you twirled your hair the way you always used to do. Yes, you always did it. Georgie, come with me. You're coming with me.
SAFE	wire	noun:b2	wire,wires	act2-speech-0558 | TROTTER | wire | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here. || act2-speech-0587 | TROTTER | wires | The police don't... I'm not a policeman, Mrs. Ralston. You thought I was a policeman because I rang up from a call box and said I was speaking from police headquarters and that Sergeant Trotter was on his way. I cut the telephone wires before I came to the front door. You know who I am, Mrs. Ralston? I'm Georgie ― I'm Jimmy's brother, Georgie.
SAFE	written	adjective:b1	written	act2-speech-0616 | MAJOR METCALF | written | As soon as we got hold of that notebook with "Monkswell Manor" written in it, we saw it was vital to have someone on the spot. When it was put to him, Major Metcalf agreed to let me take his place. I couldn't understand it when Trotter turned up.
AMBIG	address	noun:a1,verb:b2	address	act2-speech-0436 | TROTTER | address | Quite so. Address? || act2-speech-0440 | TROTTER | address | I see. And your address in England? || act2-speech-0442 | TROTTER | address | No other English address?
AMBIG	age	noun:a1,verb:b1	age	act2-speech-0460 | TROTTER | age | Would you mind telling me your age?
AMBIG	back	adjective:a2,adverb:a1,noun:a1,verb:b2	back	act2-speech-0558 | TROTTER | back | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here.
AMBIG	burn	noun:b2,verb:a2	burning	act2-speech-0637 | MAJOR METCALF | burning | Mrs. Ralston! Mrs. Ralston! There's a terrible smell of burning coming from the kitchen.
AMBIG	but	conjunction:a1,preposition:b2	but	act2-speech-0498 | TROTTER | but | I've seen something I ought to have seen before. Blind as a bat, I've been. But I think now we may be able to get somewhere. || act2-speech-0501 | CHRISTOPHER | but | Giles and Mollie are in the kitchen. I have been helping Major Metcalf to look for your skis. We've looked in the most entertaining places-but all to no avail. I don't know where Paravicini is. || act2-speech-0509 | TROTTER | but | I'm sorry, but I want co-operation and I intend to get it. Mr. Ralston, will you go and ask Miss Casewell to come down again? She went up in her room. Tell her it will only be for a few minutes. || act2-speech-0511 | TROTTER | but | No, Mrs. Ralston, but I may say I have a very shrewd suspicion of who took them, and of why they were taken. I won't say any more at the present moment. || act2-speech-0519 | TROTTER | but | Those were the statements you made. I had no means of checking these statements. They may be true ― they may not. To put it quite clearly, five of those statements are true, but one is false ― which one? Five of you were speaking the truth, one of you was lying. I have a plan that may help me to discover the liar. And if I discover that one of you lied to me ― then I know who the murderer is. || act2-speech-0522 | GILES | but | But what's the idea? You've just said you had no means of checking these statements. || act2-speech-0523 | TROTTER | but | No, but supposing everyone was to go through these actions a second time. || act2-speech-0535 | CHRISTOPHER | but | But I don't see ― I simply can't see ― what you can possibly hope to find out by just making people do the things they did before. I think it's just nonsense. || act2-speech-0555 | PARAVICINI | but | But, Sergeant, I understood that we were each to repeat our former roles. || act2-speech-0556 | TROTTER | but | The same actions will be performed, but not necessarily by the same people. Thank you, Mrs. Ralston. || act2-speech-0558 | TROTTER | but | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here. || act2-speech-0591 | TROTTER | but | Someone's hidden my skis! I can't find them. But it doesn't matter. I don't really mind if I get away or not. I'm tired. It's all been such fun. Watching you all. And pretending to be a policeman. || act2-speech-0608 | GILES | but | Yes, but you... || act2-speech-0609 | MOLLIE | but | I was mixed up in it all, I taught in the school. It wasn't my fault ― but he thought I could have saved that child. || act2-speech-0618 | MAJOR METCALF | but | Yes, it seems she recognized him just before this last business. Didn't know what to do, but fortunately came to me about it, just in time. Well, it's started to thaw, help should be here pretty soon. Oh, by the way, Mrs. Ralston, I'll remove those skis. I hid them on top of the fourposter. || act2-speech-0631 | MOLLIE | but | A hat? But I practically never wear one.
AMBIG	clear	adjective:a2,verb:b1	clear	act2-speech-0528 | TROTTER | clear | You will forgive me if I don't make that clear just at the moment.
AMBIG	cut	noun:b1,verb:a1	cut	act2-speech-0587 | TROTTER | cut | The police don't... I'm not a policeman, Mrs. Ralston. You thought I was a policeman because I rang up from a call box and said I was speaking from police headquarters and that Sergeant Trotter was on his way. I cut the telephone wires before I came to the front door. You know who I am, Mrs. Ralston? I'm Georgie ― I'm Jimmy's brother, Georgie.
AMBIG	fire	noun:a1,verb:b1	fire	act2-speech-0589 | TROTTER | fire | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute.
AMBIG	kind	adjective:b1,noun:a1	kind	act2-speech-0581 | TROTTER | kind | It's true, isn't it, that Jimmy, the child who died, managed to get a letter posted to you? The letter begged for help ― help from his kind young teacher. You never answered that letter.
AMBIG	leave	noun:b2,verb:a1	leave	act2-speech-0503 | PARAVICINI | leave | Yes, Sergeant? What can I do for you? Little Bo Policeman has lost his skis and doesn't know where to find them. Leave them alone, and they'll come home, dragging a murderer behind them.
AMBIG	like	noun:b1,preposition:a1,verb:a1	like	act2-speech-0430 | TROTTER | like | I'd like to have a little information from you. || act2-speech-0495 | CHRISTOPHER | like | What can't you believe? Six impossible things before breakfast, like the Red Queen? || act2-speech-0496 | TROTTER | like | Oh yes. It's rather like that. || act2-speech-0589 | TROTTER | like | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute.
AMBIG	live	adjective:b1,adverb:b1,verb:a1	lived	act2-speech-0465 | MISS CASEWELL | lived | My bank will reassure you as to my financial position. I can also refer you to a solicitor ― a very discreet man. I am not in a position to offer you a social reference. I have lived most of my life abroad.
AMBIG	minute	adjective:c1,noun:a1	minute,minutes	act2-speech-0424 | TROTTER | minute | Just a minute, please. || act2-speech-0509 | TROTTER | minutes | I'm sorry, but I want co-operation and I intend to get it. Mr. Ralston, will you go and ask Miss Casewell to come down again? She went up in her room. Tell her it will only be for a few minutes. || act2-speech-0589 | TROTTER | minute | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute.
AMBIG	need	noun:a2,verb:a1,modal verb:b1	need	act2-speech-0558 | TROTTER | need | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here.
AMBIG	now	adverb:a1,conjunction:b1	now	act2-speech-0477 | MISS CASEWELL | now | It's my name now. || act2-speech-0498 | TROTTER | now | I've seen something I ought to have seen before. Blind as a bat, I've been. But I think now we may be able to get somewhere. || act2-speech-0506 | MOLLIE | now | Must I come now? It's very inconvenient. || act2-speech-0514 | CHRISTOPHER | now | Isn't it? Now there I think you are wrong. I think it is a game ― to somebody. || act2-speech-0558 | TROTTER | now | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here. || act2-speech-0575 | TROTTER | now | Come now, Mrs. Ralston. We policemen aren't quite so dumb as you think. All along I've realized that you had firsthand knowledge of the Longridge Farm affair. You knew Mrs. Boyle was the magistrate concerned. In fact, you knew all about it. Why didn't you speak up and say so? || act2-speech-0598 | MISS CASEWELL | now | Yes, Kathy ― you remember me now, don't you?
AMBIG	once	adverb:a1,conjunction:b1	once	act2-speech-0549 | PARAVICINI | once | Then I will return to the piano in the drawing room. Once again I will pick out with one finger the signature tune of a murderer. Turn, dum, dum ― dum dum dum... || act2-speech-0573 | TROTTER | once | Yes, you've been extraordinary foolish, you know. You've run a very good chance of being killed by holding out on me. As a result, you've been in serious danger more than once.
AMBIG	pick	noun:b2,verb:a2	pick	act2-speech-0549 | PARAVICINI | pick | Then I will return to the piano in the drawing room. Once again I will pick out with one finger the signature tune of a murderer. Turn, dum, dum ― dum dum dum... || act2-speech-0554 | TROTTER | pick | Then you could pick it out on the piano with one finger just as Mr. Paravicini did. Good. Please go into the drawing room, sit at the piano, and be ready to play when I give you the signal.
AMBIG	repeat	noun:b1,verb:a1	repeat	act2-speech-0529 | GILES | repeat | You want ― a repeat performance? || act2-speech-0555 | PARAVICINI | repeat | But, Sergeant, I understood that we were each to repeat our former roles.
AMBIG	round	adjective:a2,adverb:a2,noun:b2,preposition:a2	round	act2-speech-0558 | TROTTER | round | There is a point. It is a means of checking up on the original statements, and maybe one statement in particular. Now then, will you all pay attention, please. I will assign each of you your new stations. Mr. Wren, will you kindly go to the kitchen. Just keep an eye on Mrs. Ralston's dinner for her. You're very fond of cooking, I believe. Mr. Paravicini, will you go up to Mr. Wren's room. By the back stairs is the most convenient way. Major Metcalf, will you go up to Mr. Ralston's room and examine the telephone there. Miss Casewell, would you mind going down to the cellars? Mr. Wren will show you the way. Unfortunately, I need someone to reproduce my own actions. I am sorry to ask it of you, Mr. Ralston, but would you go out by that window and follow the telephone wire round to near the front door. Rather a chilly job ― but you're probably the toughest person here.
AMBIG	spell	noun:c1,verb:a1	spell	act2-speech-0435 | MISS CASEWELL | spell | I spell it with a "K."
AMBIG	this	adverb:b1,determiner:a1,pronoun:a1	this	act2-speech-0464 | TROTTER | this | Is there anyone in this country who can ― vouch for you? || act2-speech-0493 | MISS CASEWELL | this | No, it's nothing. It's just ― all this ― murder ― it's so horrible. It came over me suddenly. I'll go up to my room. || act2-speech-0504 | MAJOR METCALF | this | What is all this? || act2-speech-0513 | TROTTER | this | This isn't a game, sir. || act2-speech-0589 | TROTTER | this | You'd better not scream, Mrs. Ralston ― because if you do I shall fire this revolver...I'd like to talk to you a little. I said I'd like to talk to you a little. Jimmy died. That nasty cruel woman killed him. They put her in prison. Prison wasn't bad enough for her. I said I'd kill her one day...I did, too. In the fog. It was great fun. I hope Jimmy knows. "I'll kill them all when I've grown up." That's what I said to myself. Because grown-ups can do anything they like. I'm going to kill you in a minute. || act2-speech-0618 | MAJOR METCALF | this | Yes, it seems she recognized him just before this last business. Didn't know what to do, but fortunately came to me about it, just in time. Well, it's started to thaw, help should be here pretty soon. Oh, by the way, Mrs. Ralston, I'll remove those skis. I hid them on top of the fourposter.
AMBIG	try	noun:b2,verb:a1	trying	act2-speech-0479 | MISS CASEWELL | trying | What are you trying to prove?
